member_id,tier,rule_names_fired,trigger_metric,trigger_value,threshold,default_propensity_score,risk_band,priority_rank,constraint_override,constraint_override_reason,recommended_action,constraint_compliant_action,time_window_for_response,excluded_reason,last_actioned_date,days_since_last_contribution,withdrawal_surge_index,loan_outstanding_kes,par30_breach_flag,compliance_status,regulatory_liquid_ratio_pct,loan_to_deposit_ratio_pct
STM00402,Basic,"Liquidity Ratio Breach, PAR30 Escalation",regulatory_liquid_ratio_pct,9.24,60 days / WSI 2.0,0.0,LOW,1,False,,Treasury must rebalance liquid assets above 10% within 2 working days. Current: 9.2%.,,Same day / 2 working days,capacity_limit,2024-10-17,25.0,0.45,114890.34,0,BREACH,9.24,78.66
STM00410,Basic,"LTD Ratio Breach, PAR30 Escalation",loan_to_deposit_ratio_pct,80.07,60 days / WSI 2.0,0.0,LOW,1,False,,Credit team must pause new disbursements immediately. LTD ratio: 80.1%.,,Same day / 2 working days,capacity_limit,,2.0,1.48,65929.61,0,BREACH,21.84,80.07
STM00415,Basic,"Liquidity Ratio Breach, LTD Ratio Breach, PAR30 Escalation",regulatory_liquid_ratio_pct,9.31,60 days / WSI 2.0,0.0,LOW,1,False,,Treasury must rebalance liquid assets above 10% within 2 working days. Current: 9.3%.,,Same day / 2 working days,capacity_limit,2024-09-07,10.0,1.42,133042.64,0,BREACH,9.31,84.36
STM00416,Basic,"Liquidity Ratio Breach, PAR30 Escalation",regulatory_liquid_ratio_pct,9.49,60 days / WSI 2.0,0.0,LOW,1,False,,Treasury must rebalance liquid assets above 10% within 2 working days. Current: 9.5%.,,Same day / 2 working days,capacity_limit,,13.0,0.66,55538.4,0,BREACH,9.49,78.54
STM00418,Basic,"LTD Ratio Breach, PAR30 Escalation",loan_to_deposit_ratio_pct,85.57,60 days / WSI 2.0,0.0,LOW,1,False,,Credit team must pause new disbursements immediately. LTD ratio: 85.6%.,,Same day / 2 working days,capacity_limit,,20.0,1.79,84175.07,0,BREACH,11.67,85.57
STM00444,Basic,"LTD Ratio Breach, PAR30 Escalation",loan_to_deposit_ratio_pct,87.22,60 days / WSI 2.0,0.0,LOW,1,False,,Credit team must pause new disbursements immediately. LTD ratio: 87.2%.,,Same day / 2 working days,capacity_limit,,27.0,1.0,51518.49,0,BREACH,15.46,87.22
STM00447,Basic,"Liquidity Ratio Breach, LTD Ratio Breach, PAR30 Escalation",regulatory_liquid_ratio_pct,9.91,60 days / WSI 2.0,0.0,LOW,1,False,,Treasury must rebalance liquid assets above 10% within 2 working days. Current: 9.9%.,,Same day / 2 working days,capacity_limit,,,1.69,51861.89,0,BREACH,9.91,86.57
STM00450,Basic,"LTD Ratio Breach, PAR30 Escalation",loan_to_deposit_ratio_pct,83.02,60 days / WSI 2.0,0.0,LOW,1,False,,Credit team must pause new disbursements immediately. LTD ratio: 83.0%.,,Same day / 2 working days,capacity_limit,,10.0,1.64,58143.71,0,BREACH,17.63,83.02
STM00451,Basic,"LTD Ratio Breach, PAR30 Escalation",loan_to_deposit_ratio_pct,81.93,60 days / WSI 2.0,0.0,LOW,1,False,,Credit team must pause new disbursements immediately. LTD ratio: 81.9%.,,Same day / 2 working days,capacity_limit,2024-09-14,22.0,0.96,74097.55,0,BREACH,15.03,81.93
STM00455,Basic,"Withdrawal Surge Alert, LTD Ratio Breach, PAR30 Escalation",loan_to_deposit_ratio_pct,83.34,60 days / WSI 2.0,0.0,LOW,1,False,,Credit team must pause new disbursements immediately. LTD ratio: 83.3%.,,Same day / 2 working days,capacity_limit,,23.0,3.99,55607.99,0,BREACH,11.26,83.34
STM00476,Basic,"LTD Ratio Breach, PAR30 Escalation",loan_to_deposit_ratio_pct,85.9,60 days / WSI 2.0,0.0,LOW,1,False,,Credit team must pause new disbursements immediately. LTD ratio: 85.9%.,,Same day / 2 working days,capacity_limit,,,1.38,33641.69,0,BREACH,12.01,85.9
STM00484,Basic,"LTD Ratio Breach, PAR30 Escalation",loan_to_deposit_ratio_pct,85.95,60 days / WSI 2.0,0.0,LOW,1,False,,Credit team must pause new disbursements immediately. LTD ratio: 86.0%.,,Same day / 2 working days,capacity_limit,,4.0,0.54,37574.38,0,BREACH,14.72,85.95
STM00518,Basic,"LTD Ratio Breach, PAR30 Escalation",loan_to_deposit_ratio_pct,83.43,60 days / WSI 2.0,0.0,LOW,1,False,,Credit team must pause new disbursements immediately. LTD ratio: 83.4%.,,Same day / 2 working days,capacity_limit,2024-09-22,27.0,1.26,28972.64,0,BREACH,19.36,83.43
STM00525,Basic,"LTD Ratio Breach, PAR30 Escalation",loan_to_deposit_ratio_pct,81.29,60 days / WSI 2.0,0.0,LOW,1,False,,Credit team must pause new disbursements immediately. LTD ratio: 81.3%.,,Same day / 2 working days,capacity_limit,,23.0,1.01,43221.9,0,BREACH,16.26,81.29
STM00530,Basic,"LTD Ratio Breach, PAR30 Escalation",loan_to_deposit_ratio_pct,85.52,60 days / WSI 2.0,0.0,LOW,1,False,,Credit team must pause new disbursements immediately. LTD ratio: 85.5%.,,Same day / 2 working days,capacity_limit,2024-09-12,19.0,1.49,33386.85,0,BREACH,20.28,85.52
STM00544,Basic,"LTD Ratio Breach, PAR30 Escalation",loan_to_deposit_ratio_pct,84.76,60 days / WSI 2.0,0.0,LOW,1,False,,Credit team must pause new disbursements immediately. LTD ratio: 84.8%.,,Same day / 2 working days,capacity_limit,,6.0,1.47,27049.37,0,BREACH,15.16,84.76
STM00556,Basic,"Liquidity Ratio Breach, LTD Ratio Breach, PAR30 Escalation",regulatory_liquid_ratio_pct,8.76,60 days / WSI 2.0,0.0,LOW,1,False,,Treasury must rebalance liquid assets above 10% within 2 working days. Current: 8.8%.,,Same day / 2 working days,capacity_limit,,21.0,1.4,91517.33,0,BREACH,8.76,85.31
STM00560,Basic,"Liquidity Ratio Breach, PAR30 Escalation",regulatory_liquid_ratio_pct,8.75,60 days / WSI 2.0,0.0,LOW,1,False,,Treasury must rebalance liquid assets above 10% within 2 working days. Current: 8.8%.,,Same day / 2 working days,capacity_limit,,24.0,0.73,80678.07,0,BREACH,8.75,67.87
STM00561,Basic,"LTD Ratio Breach, PAR30 Escalation",loan_to_deposit_ratio_pct,81.04,60 days / WSI 2.0,0.0,LOW,1,False,,Credit team must pause new disbursements immediately. LTD ratio: 81.0%.,,Same day / 2 working days,capacity_limit,,22.0,1.47,31811.08,0,BREACH,19.34,81.04
STM00563,Basic,"Liquidity Ratio Breach, PAR30 Escalation",regulatory_liquid_ratio_pct,8.76,60 days / WSI 2.0,0.0,LOW,1,False,,Treasury must rebalance liquid assets above 10% within 2 working days. Current: 8.8%.,,Same day / 2 working days,capacity_limit,,18.0,0.49,51291.4,0,BREACH,8.76,77.33
STM00569,Basic,"LTD Ratio Breach, PAR30 Escalation",loan_to_deposit_ratio_pct,85.11,60 days / WSI 2.0,0.0,LOW,1,False,,Credit team must pause new disbursements immediately. LTD ratio: 85.1%.,,Same day / 2 working days,capacity_limit,2024-11-18,16.0,0.95,39256.34,0,BREACH,10.44,85.11
STM00574,Basic,"LTD Ratio Breach, PAR30 Escalation",loan_to_deposit_ratio_pct,83.33,60 days / WSI 2.0,0.0,LOW,1,False,,Credit team must pause new disbursements immediately. LTD ratio: 83.3%.,,Same day / 2 working days,capacity_limit,,21.0,0.52,62976.52,0,BREACH,16.27,83.33
STM00576,Basic,"Withdrawal Surge Alert, Liquidity Ratio Breach, PAR30 Escalation",regulatory_liquid_ratio_pct,8.95,60 days / WSI 2.0,0.0,LOW,1,False,,Treasury must rebalance liquid assets above 10% within 2 working days. Current: 8.9%.,,Same day / 2 working days,capacity_limit,2024-09-02,11.0,4.1,28533.96,0,BREACH,8.95,65.9
STM00580,Basic,"Liquidity Ratio Breach, PAR30 Escalation",regulatory_liquid_ratio_pct,9.03,60 days / WSI 2.0,0.0,LOW,1,False,,Treasury must rebalance liquid assets above 10% within 2 working days. Current: 9.0%.,,Same day / 2 working days,capacity_limit,,23.0,0.76,20255.94,0,BREACH,9.03,78.91
STM00590,Basic,"Liquidity Ratio Breach, LTD Ratio Breach, PAR30 Escalation",regulatory_liquid_ratio_pct,8.82,60 days / WSI 2.0,0.0,LOW,1,False,,Treasury must rebalance liquid assets above 10% within 2 working days. Current: 8.8%.,,Same day / 2 working days,capacity_limit,2024-10-15,,0.73,44469.39,0,BREACH,8.82,81.17
STM00591,Basic,"LTD Ratio Breach, PAR30 Escalation",loan_to_deposit_ratio_pct,84.8,60 days / WSI 2.0,0.0,LOW,1,False,,Credit team must pause new disbursements immediately. LTD ratio: 84.8%.,,Same day / 2 working days,capacity_limit,,6.0,1.64,21611.7,0,BREACH,20.43,84.8
STM00592,Basic,"LTD Ratio Breach, PAR30 Escalation",loan_to_deposit_ratio_pct,86.59,60 days / WSI 2.0,0.0,LOW,1,False,,Credit team must pause new disbursements immediately. LTD ratio: 86.6%.,,Same day / 2 working days,capacity_limit,,6.0,0.65,54743.43,0,BREACH,12.86,86.59
STM00593,Basic,"LTD Ratio Breach, PAR30 Escalation",loan_to_deposit_ratio_pct,80.31,60 days / WSI 2.0,0.0,LOW,1,False,,Credit team must pause new disbursements immediately. LTD ratio: 80.3%.,,Same day / 2 working days,capacity_limit,2024-10-29,8.0,1.75,52784.96,0,BREACH,17.82,80.31
STM00516,Basic,"Contribution Gap Alert, PAR30 Escalation",days_since_last_contribution,113.0,60 days / WSI 2.0,100.0,HIGH,2,False,,Collections team escalates member STM00516 to legal within 5 working days.,,3 working days,capacity_limit,,113.0,1.71,102729.67,1,COMPLIANT,17.34,75.29
STM00193,Standard,"Contribution Gap Alert, PAR30 Escalation",days_since_last_contribution,85.0,45 days / WSI 2.0,99.9,HIGH,2,False,,Collections team escalates member STM00193 to legal within 5 working days.,,3 working days,capacity_limit,2024-11-17,85.0,1.28,87391.02,1,COMPLIANT,20.99,58.39
STM00350,Standard,"Contribution Gap Alert, PAR30 Escalation",days_since_last_contribution,98.0,45 days / WSI 2.0,99.9,HIGH,2,False,,Collections team escalates member STM00350 to legal within 5 working days.,,3 working days,capacity_limit,,98.0,1.45,234279.57,1,COMPLIANT,18.12,59.88
STM00365,Standard,"Contribution Gap Alert, PAR30 Escalation",days_since_last_contribution,89.0,45 days / WSI 2.0,99.9,HIGH,2,False,,Collections team escalates member STM00365 to legal within 5 working days.,,3 working days,capacity_limit,,89.0,1.61,183098.43,1,COMPLIANT,12.61,60.32
STM00420,Basic,"Contribution Gap Alert, PAR30 Escalation",days_since_last_contribution,84.0,60 days / WSI 2.0,99.9,HIGH,2,False,,Collections team escalates member STM00420 to legal within 5 working days.,,3 working days,capacity_limit,,84.0,1.76,40443.64,1,COMPLIANT,15.95,79.36
STM00566,Basic,"Contribution Gap Alert, PAR30 Escalation",days_since_last_contribution,110.0,60 days / WSI 2.0,99.9,HIGH,2,False,,Collections team escalates member STM00566 to legal within 5 working days.,,3 working days,capacity_limit,,110.0,0.48,99222.23,1,COMPLIANT,11.83,74.22
STM00589,Basic,"Contribution Gap Alert, PAR30 Escalation",days_since_last_contribution,95.0,60 days / WSI 2.0,99.9,HIGH,2,False,,Collections team escalates member STM00589 to legal within 5 working days.,,3 working days,capacity_limit,,95.0,1.38,83360.96,1,COMPLIANT,17.59,66.69
STM00087,Premium,"Contribution Gap Alert, PAR30 Escalation",days_since_last_contribution,113.0,30 days / WSI 2.0,99.8,HIGH,2,False,,Collections team escalates member STM00087 to legal within 5 working days.,,3 working days,capacity_limit,,113.0,1.8,716922.71,1,COMPLIANT,13.35,68.83
STM00133,Standard,"Contribution Gap Alert, Withdrawal Surge Alert, PAR30 Escalation",days_since_last_contribution,84.0,45 days / WSI 2.0,99.8,HIGH,2,False,,Collections team escalates member STM00133 to legal within 5 working days.,,3 working days,capacity_limit,,84.0,3.24,235408.59,1,COMPLIANT,16.51,57.67
STM00285,Standard,"Contribution Gap Alert, PAR30 Escalation",days_since_last_contribution,87.0,45 days / WSI 2.0,99.8,HIGH,2,False,,Collections team escalates member STM00285 to legal within 5 working days.,,3 working days,capacity_limit,2024-09-24,87.0,0.51,129169.16,1,COMPLIANT,19.66,60.01
STM00370,Standard,"Contribution Gap Alert, Withdrawal Surge Alert, PAR30 Escalation",days_since_last_contribution,84.0,45 days / WSI 2.0,99.8,HIGH,2,False,,Collections team escalates member STM00370 to legal within 5 working days.,,3 working days,capacity_limit,2024-11-30,84.0,4.13,338525.69,1,COMPLIANT,13.37,70.05
STM00588,Basic,"Contribution Gap Alert, PAR30 Escalation",days_since_last_contribution,111.0,60 days / WSI 2.0,99.8,HIGH,2,False,,Collections team escalates member STM00588 to legal within 5 working days.,,3 working days,capacity_limit,,111.0,1.2,71783.41,1,COMPLIANT,13.91,69.71
STM00182,Standard,"Contribution Gap Alert, PAR30 Escalation",days_since_last_contribution,118.0,45 days / WSI 2.0,99.7,HIGH,2,False,,Collections team escalates member STM00182 to legal within 5 working days.,,3 working days,capacity_limit,,118.0,1.13,189212.57,1,COMPLIANT,16.32,60.13
STM00003,Premium,Contribution Gap Alert,days_since_last_contribution,102.0,30 days / WSI 2.0,99.6,HIGH,2,False,,Relationship Officer contacts STM00003 within 5 working days (gap: 102 days).,,3 working days,capacity_limit,,102.0,1.73,817913.45,1,COMPLIANT,12.79,68.9
STM00536,Basic,"Contribution Gap Alert, PAR30 Escalation",days_since_last_contribution,109.0,60 days / WSI 2.0,99.6,HIGH,2,False,,Collections team escalates member STM00536 to legal within 5 working days.,,3 working days,capacity_limit,2024-10-22,109.0,1.17,120834.23,1,COMPLIANT,21.88,78.28
STM00083,Premium,"Contribution Gap Alert, PAR30 Escalation",days_since_last_contribution,68.0,30 days / WSI 2.0,99.5,HIGH,2,False,,Collections team escalates member STM00083 to legal within 5 working days.,,3 working days,capacity_limit,,68.0,0.92,538812.86,1,COMPLIANT,11.6,59.84
STM00183,Standard,"Contribution Gap Alert, PAR30 Escalation",days_since_last_contribution,66.0,45 days / WSI 2.0,99.3,HIGH,2,False,,Collections team escalates member STM00183 to legal within 5 working days.,,3 working days,capacity_limit,2024-09-09,66.0,1.1,68718.08,1,COMPLIANT,15.96,62.99
STM00079,Premium,"Contribution Gap Alert, PAR30 Escalation",days_since_last_contribution,90.0,30 days / WSI 2.0,99.0,HIGH,2,False,,Collections team escalates member STM00079 to legal within 5 working days.,,3 working days,capacity_limit,2024-10-24,90.0,1.75,1333866.79,1,COMPLIANT,11.17,69.53
STM00596,Basic,"Contribution Gap Alert, PAR30 Escalation",days_since_last_contribution,72.0,60 days / WSI 2.0,99.0,HIGH,2,False,,Collections team escalates member STM00596 to legal within 5 working days.,,3 working days,capacity_limit,,72.0,1.76,61102.31,1,COMPLIANT,12.18,64.88
STM00119,Standard,"Contribution Gap Alert, PAR30 Escalation",days_since_last_contribution,76.0,45 days / WSI 2.0,98.9,HIGH,2,False,,Collections team escalates member STM00119 to legal within 5 working days.,,3 working days,capacity_limit,2024-11-11,76.0,1.33,136137.1,1,COMPLIANT,12.42,58.12
STM00571,Basic,"Contribution Gap Alert, PAR30 Escalation",days_since_last_contribution,92.0,60 days / WSI 2.0,98.9,HIGH,2,False,,Collections team escalates member STM00571 to legal within 5 working days.,,3 working days,capacity_limit,,92.0,0.65,45262.97,1,COMPLIANT,13.41,77.52
STM00276,Standard,"Contribution Gap Alert, PAR30 Escalation",days_since_last_contribution,94.0,45 days / WSI 2.0,98.7,HIGH,2,False,,Collections team escalates member STM00276 to legal within 5 working days.,,3 working days,capacity_limit,,94.0,1.75,114628.11,1,COMPLIANT,21.89,58.25
STM00025,Premium,Contribution Gap Alert,days_since_last_contribution,80.0,30 days / WSI 2.0,98.4,HIGH,2,False,,Relationship Officer contacts STM00025 within 5 working days (gap: 80 days).,,3 working days,capacity_limit,,80.0,1.69,635771.11,1,COMPLIANT,18.71,64.22
STM00136,Standard,"Contribution Gap Alert, PAR30 Escalation",days_since_last_contribution,70.0,45 days / WSI 2.0,98.4,HIGH,2,False,,Collections team escalates member STM00136 to legal within 5 working days.,,3 working days,capacity_limit,,70.0,0.85,277175.43,1,COMPLIANT,11.9,69.85
STM00011,Premium,Contribution Gap Alert,days_since_last_contribution,50.0,30 days / WSI 2.0,97.2,HIGH,2,False,,Relationship Officer contacts STM00011 within 5 working days (gap: 50 days).,,3 working days,capacity_limit,,50.0,1.18,427667.67,1,COMPLIANT,17.73,72.09
STM00470,Basic,"Contribution Gap Alert, PAR30 Escalation",days_since_last_contribution,73.0,60 days / WSI 2.0,96.4,HIGH,2,False,,Collections team escalates member STM00470 to legal within 5 working days.,,3 working days,capacity_limit,,73.0,1.16,61284.8,1,COMPLIANT,13.62,76.59
STM00164,Standard,"Contribution Gap Alert, PAR30 Escalation",days_since_last_contribution,56.0,45 days / WSI 2.0,87.6,HIGH,2,False,,Collections team escalates member STM00164 to legal within 5 working days.,,3 working days,capacity_limit,,56.0,0.81,158401.22,1,COMPLIANT,10.15,74.87
STM00105,Standard,"Contribution Gap Alert, PAR30 Escalation",days_since_last_contribution,75.0,45 days / WSI 2.0,78.3,HIGH,2,False,,Collections team escalates member STM00105 to legal within 5 working days.,,3 working days,capacity_limit,2024-09-25,75.0,0.87,85183.85,1,COMPLIANT,16.99,71.61
STM00235,Standard,PAR30 Escalation,default_propensity_score,95.0,45 days / WSI 2.0,95.0,HIGH,3,False,,Collections team escalates member STM00235 to legal within 5 working days.,,5 working days,capacity_limit,,,0.42,398064.7,1,COMPLIANT,13.3,78.71
STM00507,Basic,PAR30 Escalation,default_propensity_score,84.7,60 days / WSI 2.0,84.7,HIGH,3,False,,Collections team escalates member STM00507 to legal within 5 working days.,,5 working days,capacity_limit,,,1.02,35257.69,1,COMPLIANT,21.74,63.0
STM00110,Standard,"Contribution Gap Alert, PAR30 Escalation",days_since_last_contribution,58.0,45 days / WSI 2.0,42.0,MEDIUM,4,False,,Collections team escalates member STM00110 to legal within 5 working days.,,5 working days,capacity_limit,,58.0,0.56,137948.9,1,COMPLIANT,20.56,66.66
STM00398,Basic,"Withdrawal Surge Alert, PAR30 Escalation",withdrawal_surge_index,2.56,60 days / WSI 2.0,22.0,LOW,7,False,,Collections team escalates member STM00398 to legal within 5 working days.,,Next monthly review,capacity_limit,,7.0,2.56,101970.33,0,COMPLIANT,12.11,74.63
STM00540,Basic,PAR30 Escalation,default_propensity_score,22.0,60 days / WSI 2.0,22.0,LOW,7,False,,Collections team escalates member STM00540 to legal within 5 working days.,,Next monthly review,capacity_limit,2024-09-23,,0.68,25291.43,1,COMPLIANT,20.92,68.71
STM00546,Basic,PAR30 Escalation,default_propensity_score,21.9,60 days / WSI 2.0,21.9,LOW,7,False,,Collections team escalates member STM00546 to legal within 5 working days.,,Next monthly review,capacity_limit,,2.0,1.65,45386.49,0,COMPLIANT,19.21,58.14
STM00053,Premium,PAR30 Escalation,default_propensity_score,19.2,30 days / WSI 2.0,19.2,LOW,7,False,,Collections team escalates member STM00053 to legal within 5 working days.,,Next monthly review,capacity_limit,,20.0,1.45,524627.28,0,COMPLIANT,14.53,74.93
STM00005,Premium,,default_propensity_score,13.7,30 days / WSI 2.0,13.7,LOW,7,False,,Monitor at next scheduled monthly review.,,Next monthly review,capacity_limit,2024-09-09,27.0,0.76,1004031.57,0,COMPLIANT,18.18,69.82
STM00424,Basic,PAR30 Escalation,default_propensity_score,10.7,60 days / WSI 2.0,10.7,LOW,7,False,,Collections team escalates member STM00424 to legal within 5 working days.,,Next monthly review,capacity_limit,2024-11-20,1.0,1.55,55898.35,0,COMPLIANT,11.47,66.96
STM00013,Premium,,default_propensity_score,10.6,30 days / WSI 2.0,10.6,LOW,7,False,,Monitor at next scheduled monthly review.,,Next monthly review,capacity_limit,,27.0,1.3,964821.18,0,COMPLIANT,17.15,62.97
STM00072,Premium,PAR30 Escalation,default_propensity_score,10.3,30 days / WSI 2.0,10.3,LOW,7,False,,Collections team escalates member STM00072 to legal within 5 working days.,,Next monthly review,capacity_limit,,27.0,1.76,591428.72,0,COMPLIANT,16.55,64.24
STM00339,Standard,PAR30 Escalation,default_propensity_score,9.3,45 days / WSI 2.0,9.3,LOW,7,False,,Collections team escalates member STM00339 to legal within 5 working days.,,Next monthly review,capacity_limit,,8.0,1.01,219566.3,0,COMPLIANT,16.86,64.57
STM00266,Standard,PAR30 Escalation,default_propensity_score,9.1,45 days / WSI 2.0,9.1,LOW,7,False,,Collections team escalates member STM00266 to legal within 5 working days.,,Next monthly review,capacity_limit,2024-10-22,14.0,1.36,163737.66,0,COMPLIANT,13.74,63.87
STM00446,Basic,PAR30 Escalation,default_propensity_score,8.8,60 days / WSI 2.0,8.8,LOW,7,False,,Collections team escalates member STM00446 to legal within 5 working days.,,Next monthly review,capacity_limit,2024-11-06,25.0,0.55,58252.69,0,COMPLIANT,10.06,58.22
STM00582,Basic,PAR30 Escalation,default_propensity_score,8.8,60 days / WSI 2.0,8.8,LOW,7,False,,Collections team escalates member STM00582 to legal within 5 working days.,,Next monthly review,capacity_limit,2024-09-20,24.0,1.72,74081.97,0,COMPLIANT,21.25,57.38
STM00157,Standard,PAR30 Escalation,default_propensity_score,8.1,45 days / WSI 2.0,8.1,LOW,7,False,,Collections team escalates member STM00157 to legal within 5 working days.,,Next monthly review,capacity_limit,,11.0,0.67,306067.33,0,COMPLIANT,14.92,69.96
STM00162,Standard,PAR30 Escalation,default_propensity_score,7.7,45 days / WSI 2.0,7.7,LOW,7,False,,Collections team escalates member STM00162 to legal within 5 working days.,,Next monthly review,capacity_limit,2024-10-16,,1.32,203690.73,0,COMPLIANT,14.66,69.94
STM00095,Standard,PAR30 Escalation,default_propensity_score,7.6,45 days / WSI 2.0,7.6,LOW,7,False,,Collections team escalates member STM00095 to legal within 5 working days.,,Next monthly review,capacity_limit,,16.0,0.72,150119.36,0,COMPLIANT,18.76,63.33
STM00284,Standard,PAR30 Escalation,default_propensity_score,7.1,45 days / WSI 2.0,7.1,LOW,7,False,,Collections team escalates member STM00284 to legal within 5 working days.,,Next monthly review,capacity_limit,2024-09-26,12.0,1.31,340711.16,0,COMPLIANT,21.56,61.6
STM00094,Standard,PAR30 Escalation,default_propensity_score,6.9,45 days / WSI 2.0,6.9,LOW,7,False,,Collections team escalates member STM00094 to legal within 5 working days.,,Next monthly review,capacity_limit,,7.0,0.81,205085.03,0,COMPLIANT,10.61,69.79
STM00449,Basic,PAR30 Escalation,default_propensity_score,6.6,60 days / WSI 2.0,6.6,LOW,7,False,,Collections team escalates member STM00449 to legal within 5 working days.,,Next monthly review,capacity_limit,2024-09-04,22.0,0.46,92345.11,0,COMPLIANT,14.81,63.04
STM00483,Basic,PAR30 Escalation,default_propensity_score,6.6,60 days / WSI 2.0,6.6,LOW,7,False,,Collections team escalates member STM00483 to legal within 5 working days.,,Next monthly review,capacity_limit,2024-09-15,7.0,0.68,46248.21,0,COMPLIANT,12.44,77.43
STM00452,Basic,PAR30 Escalation,default_propensity_score,6.5,60 days / WSI 2.0,6.5,LOW,7,False,,Collections team escalates member STM00452 to legal within 5 working days.,,Next monthly review,capacity_limit,2024-11-11,2.0,1.58,91182.4,0,COMPLIANT,18.04,59.77
STM00526,Basic,PAR30 Escalation,default_propensity_score,6.4,60 days / WSI 2.0,6.4,LOW,7,False,,Collections team escalates member STM00526 to legal within 5 working days.,,Next monthly review,capacity_limit,2024-09-15,10.0,1.16,92197.15,0,COMPLIANT,11.23,72.34
STM00586,Basic,"Withdrawal Surge Alert, PAR30 Escalation",withdrawal_surge_index,3.82,60 days / WSI 2.0,5.9,LOW,7,False,,Collections team escalates member STM00586 to legal within 5 working days.,,Next monthly review,capacity_limit,,,3.82,121229.48,0,COMPLIANT,11.87,78.39
STM00002,Premium,,default_propensity_score,5.6,30 days / WSI 2.0,5.6,LOW,7,False,,Monitor at next scheduled monthly review.,,Next monthly review,capacity_limit,,4.0,1.16,554882.82,0,COMPLIANT,17.96,76.39
STM00598,Basic,PAR30 Escalation,default_propensity_score,5.4,60 days / WSI 2.0,5.4,LOW,7,False,,Collections team escalates member STM00598 to legal within 5 working days.,,Next monthly review,capacity_limit,2024-10-07,18.0,1.74,111956.45,0,COMPLIANT,15.17,58.13
STM00501,Basic,PAR30 Escalation,default_propensity_score,4.6,60 days / WSI 2.0,4.6,LOW,7,False,,Collections team escalates member STM00501 to legal within 5 working days.,,Next monthly review,capacity_limit,,26.0,1.61,88655.27,0,COMPLIANT,15.54,61.79
STM00545,Basic,"Withdrawal Surge Alert, PAR30 Escalation",withdrawal_surge_index,3.8,60 days / WSI 2.0,4.5,LOW,7,False,,Collections team escalates member STM00545 to legal within 5 working days.,,Next monthly review,capacity_limit,,9.0,3.8,64927.15,0,COMPLIANT,14.42,56.17
STM00021,Premium,,default_propensity_score,4.3,30 days / WSI 2.0,4.3,LOW,7,False,,Monitor at next scheduled monthly review.,,Next monthly review,capacity_limit,,7.0,1.55,442937.19,0,COMPLIANT,17.55,76.58
STM00132,Standard,PAR30 Escalation,default_propensity_score,4.3,45 days / WSI 2.0,4.3,LOW,7,False,,Collections team escalates member STM00132 to legal within 5 working days.,,Next monthly review,capacity_limit,,4.0,1.42,127369.33,0,COMPLIANT,12.83,68.49
STM00391,Basic,PAR30 Escalation,default_propensity_score,4.2,60 days / WSI 2.0,4.2,LOW,7,False,,Collections team escalates member STM00391 to legal within 5 working days.,,Next monthly review,capacity_limit,,27.0,1.38,97065.15,0,COMPLIANT,14.85,77.25
STM00382,Standard,PAR30 Escalation,default_propensity_score,4.1,45 days / WSI 2.0,4.1,LOW,7,False,,Collections team escalates member STM00382 to legal within 5 working days.,,Next monthly review,capacity_limit,,9.0,1.08,109081.23,0,COMPLIANT,10.81,65.35
STM00493,Basic,PAR30 Escalation,default_propensity_score,4.1,60 days / WSI 2.0,4.1,LOW,7,False,,Collections team escalates member STM00493 to legal within 5 working days.,,Next monthly review,capacity_limit,,18.0,1.06,80893.94,0,COMPLIANT,10.95,64.72
STM00037,Premium,PAR30 Escalation,default_propensity_score,3.9,30 days / WSI 2.0,3.9,LOW,7,False,,Collections team escalates member STM00037 to legal within 5 working days.,,Next monthly review,capacity_limit,,26.0,1.2,447968.42,0,COMPLIANT,10.24,70.7
STM00321,Standard,PAR30 Escalation,default_propensity_score,3.9,45 days / WSI 2.0,3.9,LOW,7,False,,Collections team escalates member STM00321 to legal within 5 working days.,,Next monthly review,capacity_limit,2024-11-12,,1.33,286446.75,0,COMPLIANT,16.54,57.04
STM00336,Standard,PAR30 Escalation,default_propensity_score,3.7,45 days / WSI 2.0,3.7,LOW,7,False,,Collections team escalates member STM00336 to legal within 5 working days.,,Next monthly review,capacity_limit,,25.0,1.09,375183.45,0,COMPLIANT,21.44,60.82
STM00459,Basic,PAR30 Escalation,default_propensity_score,3.7,60 days / WSI 2.0,3.7,LOW,7,False,,Collections team escalates member STM00459 to legal within 5 working days.,,Next monthly review,capacity_limit,2024-09-22,10.0,1.55,61264.77,0,COMPLIANT,18.3,73.36
STM00423,Basic,"Withdrawal Surge Alert, PAR30 Escalation",withdrawal_surge_index,2.2,60 days / WSI 2.0,3.6,LOW,7,False,,Collections team escalates member STM00423 to legal within 5 working days.,,Next monthly review,capacity_limit,,1.0,2.2,81412.18,0,COMPLIANT,17.97,75.11
STM00333,Standard,PAR30 Escalation,default_propensity_score,3.5,45 days / WSI 2.0,3.5,LOW,7,False,,Collections team escalates member STM00333 to legal within 5 working days.,,Next monthly review,capacity_limit,,15.0,0.49,341691.02,0,COMPLIANT,21.34,58.31
STM00085,Premium,PAR30 Escalation,default_propensity_score,3.1,30 days / WSI 2.0,3.1,LOW,7,False,,Collections team escalates member STM00085 to legal within 5 working days.,,Next monthly review,capacity_limit,,23.0,0.6,675414.34,0,COMPLIANT,14.52,79.41
