member_id,snapshot_date,snapshot_date_raw,report_month,tier,monthly_contribution_kes,days_since_last_contribution,withdrawal_surge_index,payroll_confirmation_lag_days,savings_balance_kes,loan_outstanding_kes,par30_breach_flag,last_actioned_date,regulatory_liquid_ratio_pct,loan_to_deposit_ratio_pct
STM00243,2024-09-01,2024-09-01,2024-09-01,Standard,6919.58,19.0,0.98,7,305092.02,242995.95,0,2024-07-25,13.86,79.71
STM00243,2024-10-01,2024-10-01,2024-10-01,Standard,7381.8,13.0,0.58,2,,218865.06,0,2024-07-24,13.3,84.9
STM00243,2024-11-01,2024-11-01,2024-11-01,Standard,6950.58,14.0,1.07,6,312729.68,192914.73,0,,11.26,74.48
STM00243,2024-12-01,2024-12-01,2024-12-01,Standard,7558.41,4.0,1.28,3,316821.42,378349.72,0,2024-09-17,16.28,59.29
STM00244,2023-01-01,01/01/2023,2023-01-01,Standard,6410.86,14.0,1.14,2,181045.72,419702.67,0,,19.15,74.17
STM00244,2023-02-01,2023-02-01,2023-02-01,Standard,7109.22,16.0,1.4,8,187700.27,412365.04,0,,9.0,56.44
STM00244,2023-03-01,2023-03-01,2023-03-01,Standard,5983.84,19.0,0.93,3,190848.25,360792.86,0,,21.18,55.21
STM00244,2023-04-01,2023-04-01,2023-04-01,Standard,6196.08,5.0,1.4,5,196921.35,350668.44,0,,20.27,77.4
STM00244,2023-05-01,2023-05-01,2023-05-01,Standard,7064.12,4.0,0.47,3,203291.14,264566.25,0,,10.86,65.13
STM00244,2023-06-01,2023-06-01,2023-06-01,Standard,6662.97,,1.41,8,207327.9,175412.47,0,2023-04-04,11.14,74.07
STM00244,2023-07-01,01/07/2023,2023-07-01,Standard,5620.75,1.0,1.04,8,212369.69,149785.61,0,2023-04-09,10.53,55.85
STM00244,2023-08-01,2023-08-01,2023-08-01,Standard,5948.63,4.0,0.58,4,216668.27,227034.19,0,,16.65,77.57
STM00244,2023-09-01,2023-09-01,2023-09-01,Standard,7447.77,12.0,1.02,3,219662.77,265767.49,0,,8.99,69.0
STM00244,2023-10-01,2023-10-01,2023-10-01,Standard,5988.9,17.0,0.97,4,,339186.36,0,,16.84,70.74
STM00244,2023-11-01,2023-11-01,2023-11-01,Standard,6263.83,13.0,4.25,1,228933.58,266426.16,0,,13.08,78.22
STM00244,2023-12-01,2023-12-01,2023-12-01,Standard,5968.59,13.0,3.95,0,233078.65,171740.72,0,,10.33,59.92
STM00244,2024-01-01,01/01/2024,2024-01-01,Standard,5988.12,6.0,3.78,4,235573.1,165306.84,0,,21.66,87.16
STM00244,2024-02-01,2024-02-01,2024-02-01,Standard,6785.97,13.0,3.48,9,240057.89,346290.53,0,,11.84,59.83
STM00244,2024-03-01,2024-03-01,2024-03-01,Standard,6986.4,15.0,3.58,6,246246.54,382209.26,0,2024-01-23,13.28,77.38
STM00244,2024-04-01,2024-04-01,2024-04-01,Standard,6451.97,18.0,3.36,7,,187618.42,0,2024-03-17,15.63,74.92
STM00244,2024-05-01,2024-05-01,2024-05-01,Standard,5608.95,19.0,2.47,3,255728.82,197047.6,0,,9.18,63.63
STM00244,2024-06-01,2024-06-01,2024-06-01,Standard,6512.44,27.0,3.36,9,260648.69,206883.86,0,,18.02,65.96
STM00244,2024-07-01,01/07/2024,2024-07-01,Standard,6623.22,11.0,3.77,8,264556.4,270190.95,0,,15.71,64.17
STM00244,2024-08-01,2024-08-01,2024-08-01,Standard,5530.47,16.0,4.44,6,269475.26,401523.79,0,2024-06-30,9.16,87.28
STM00244,2024-09-01,2024-09-01,2024-09-01,Standard,7179.37,12.0,3.12,8,276430.9,152290.25,0,2024-08-25,17.16,65.14
STM00244,2024-10-01,2024-10-01,2024-10-01,Standard,6308.93,16.0,2.52,0,280298.15,195737.71,0,,9.7,73.21
STM00244,2024-11-01,2024-11-01,2024-11-01,Standard,5642.5,3.0,2.95,4,283714.62,394047.67,0,2024-09-09,9.08,64.04
STM00244,2024-12-01,2024-12-01,2024-12-01,Standard,6543.11,8.0,2.28,8,287793.91,312496.26,0,,19.59,63.48
STM00245,2023-01-01,01/01/2023,2023-01-01,Standard,4128.09,21.0,1.56,3,172373.08,321618.74,0,2022-12-27,9.54,80.24
STM00245,2023-02-01,2023-02-01,2023-02-01,Standard,3324.6,22.0,1.22,6,175146.62,151599.81,0,,21.34,61.5
STM00245,2023-03-01,2023-03-01,2023-03-01,Standard,4404.59,18.0,1.76,9,177337.78,250065.09,0,,10.65,59.11
STM00245,2023-04-01,2023-04-01,2023-04-01,Standard,3505.03,27.0,1.22,1,180202.98,172563.97,0,2023-03-11,13.61,75.69
STM00245,2023-05-01,2023-05-01,2023-05-01,Standard,3368.29,24.0,1.78,4,182134.04,339019.05,0,,16.88,57.41
STM00245,2023-06-01,2023-06-01,2023-06-01,Standard,4016.84,13.0,1.71,1,185689.74,157648.68,0,2023-04-22,18.19,57.91
STM00245,2023-07-01,01/07/2023,2023-07-01,Standard,4467.82,17.0,0.75,2,188812.65,142698.82,0,2023-06-15,17.91,72.93
STM00245,2023-08-01,2023-08-01,2023-08-01,Standard,4056.97,21.0,0.81,7,192251.78,175832.01,0,,19.31,85.25
STM00245,2023-09-01,2023-09-01,2023-09-01,Standard,4313.61,,0.83,0,194328.11,249853.56,0,,19.83,72.97
STM00245,2023-10-01,2023-10-01,2023-10-01,Standard,4464.22,6.0,0.82,9,197237.28,172926.29,0,,12.71,76.27
STM00245,2023-11-01,2023-11-01,2023-11-01,Standard,4478.18,9.0,1.05,0,,352186.66,0,,16.16,81.75
STM00245,2023-12-01,2023-12-01,2023-12-01,Standard,3955.98,11.0,0.69,7,204620.88,275079.26,0,,17.85,72.39
STM00245,2024-01-01,01/01/2024,2024-01-01,Standard,4242.09,11.0,0.96,9,208075.48,296959.82,0,,10.6,65.72
STM00245,2024-02-01,2024-02-01,2024-02-01,Standard,4055.85,20.0,1.19,2,211992.71,130575.79,0,,11.44,60.76
STM00245,2024-03-01,2024-03-01,2024-03-01,Standard,4385.43,16.0,1.56,1,215385.17,247197.97,0,,14.66,81.58
STM00245,2024-04-01,2024-04-01,2024-04-01,Standard,3346.1,19.0,1.34,3,217853.21,199276.73,0,,10.49,65.56
STM00245,2024-05-01,2024-05-01,2024-05-01,Standard,3733.01,27.0,0.71,8,219627.55,247035.06,0,2024-04-25,18.98,73.68
STM00245,2024-06-01,2024-06-01,2024-06-01,Standard,4484.45,19.0,1.19,0,223768.2,202827.79,0,,17.94,83.3
STM00245,2024-07-01,01/07/2024,2024-07-01,Standard,3604.94,,1.74,4,,224960.87,0,,20.68,56.78
STM00245,2024-08-01,2024-08-01,2024-08-01,Standard,3360.92,13.0,1.46,7,229063.84,273152.23,0,,15.95,61.08
STM00245,2024-09-01,2024-09-01,2024-09-01,Standard,4371.49,23.0,1.38,2,232113.89,262592.19,0,2024-08-30,16.4,74.62
STM00245,2024-10-01,2024-10-01,2024-10-01,Standard,4118.05,24.0,0.93,4,234774.21,230317.2,0,,15.29,74.95
STM00245,2024-11-01,2024-11-01,2024-11-01,Standard,3635.42,12.0,1.53,9,236267.11,177528.33,0,,15.75,71.03
STM00245,2024-12-01,2024-12-01,2024-12-01,Standard,3938.13,14.0,0.86,8,239906.67,217524.73,0,2024-09-06,12.2,60.23
STM00246,2023-01-01,01/01/2023,2023-01-01,Standard,4393.06,15.0,1.74,0,68361.72,133147.12,0,,19.15,73.65
STM00246,2023-02-01,2023-02-01,2023-02-01,Standard,4320.7,15.0,0.44,0,70384.6,115659.36,0,2023-01-06,14.92,66.62
STM00246,2023-03-01,2023-03-01,2023-03-01,Standard,4783.79,16.0,0.52,7,73611.06,82764.52,0,,14.15,77.3
STM00246,2023-04-01,2023-04-01,2023-04-01,Standard,4093.16,22.0,1.42,1,77639.38,111765.41,0,2023-01-08,18.31,79.68
STM00246,2023-05-01,2023-05-01,2023-05-01,Standard,4628.61,4.0,0.83,8,80801.88,76574.26,0,2023-03-13,14.03,86.83
STM00246,2023-06-01,2023-06-01,2023-06-01,Standard,4562.19,19.0,1.72,1,83701.58,105609.27,0,2023-04-24,18.39,57.07
STM00246,2023-07-01,01/07/2023,2023-07-01,Standard,3679.92,11.0,0.74,2,86076.51,86205.74,0,,19.82,85.17
STM00246,2023-08-01,2023-08-01,2023-08-01,Standard,4237.95,8.0,1.75,4,89944.65,96534.78,0,,20.45,74.26
STM00246,2023-09-01,2023-09-01,2023-09-01,Standard,3947.85,,1.69,3,93430.0,129770.94,0,2023-06-11,17.06,71.9
STM00246,2023-10-01,2023-10-01,2023-10-01,Standard,3779.64,27.0,0.44,4,96045.81,88476.49,0,2023-08-03,20.93,79.98
STM00246,2023-11-01,2023-11-01,2023-11-01,Standard,4419.69,23.0,1.41,8,98456.98,82898.67,0,2023-08-13,13.07,59.67
STM00246,2023-12-01,2023-12-01,2023-12-01,Standard,3829.0,10.0,0.53,7,100241.72,68721.8,0,,10.29,64.51
STM00246,2024-01-01,01/01/2024,2024-01-01,Standard,3675.06,12.0,1.37,2,103246.87,114702.76,0,,10.49,62.1
STM00246,2024-02-01,2024-02-01,2024-02-01,Standard,3882.95,20.0,1.6,3,104894.74,125462.72,0,2023-11-20,13.44,67.65
STM00246,2024-03-01,2024-03-01,2024-03-01,Standard,4852.02,2.0,1.02,2,107149.47,116299.54,0,,13.31,79.21
STM00246,2024-04-01,2024-04-01,2024-04-01,Standard,3953.02,,1.56,3,,88308.13,0,,10.56,72.64
STM00246,2024-05-01,2024-05-01,2024-05-01,Standard,4024.62,27.0,1.26,9,,74041.01,0,,9.36,83.54
STM00246,2024-06-01,2024-06-01,2024-06-01,Standard,4762.42,7.0,0.47,0,115008.89,49377.78,0,2024-04-26,14.61,78.81
STM00246,2024-07-01,01/07/2024,2024-07-01,Standard,3931.36,14.0,1.36,8,116708.53,109547.54,0,,15.61,55.93
STM00246,2024-08-01,2024-08-01,2024-08-01,Standard,3723.81,11.0,1.72,5,119021.68,69266.71,0,,12.29,76.86
STM00246,2024-09-01,2024-09-01,2024-09-01,Standard,4906.51,9.0,1.76,9,123040.98,74579.92,0,2024-06-16,19.18,65.27
STM00246,2024-10-01,2024-10-01,2024-10-01,Standard,4362.45,27.0,0.97,2,126408.96,117407.18,0,2024-07-05,20.61,83.15
STM00246,2024-11-01,2024-11-01,2024-11-01,Standard,3818.18,25.0,1.44,7,128183.17,112666.55,0,2024-09-09,10.69,78.3
STM00246,2024-12-01,2024-12-01,2024-12-01,Standard,4771.28,25.0,1.02,2,131582.97,59452.87,0,,9.92,61.26
STM00247,2023-01-01,01/01/2023,2023-01-01,Standard,7012.95,1.0,0.67,7,,76738.01,0,,11.02,63.61
STM00247,2023-02-01,2023-02-01,2023-02-01,Standard,6983.86,12.0,0.45,5,79478.84,102508.68,0,,12.6,70.72
STM00247,2023-03-01,2023-03-01,2023-03-01,Standard,7315.75,12.0,0.41,3,83331.58,141997.0,0,,17.83,84.74
STM00247,2023-04-01,2023-04-01,2023-04-01,Standard,7349.72,,0.66,4,89505.69,77768.38,0,,10.56,70.12
STM00247,2023-05-01,2023-05-01,2023-05-01,Standard,7493.26,12.0,1.49,9,96486.53,82939.47,0,2023-02-13,20.42,58.08
STM00247,2023-06-01,2023-06-01,2023-06-01,Standard,5936.45,6.0,1.21,2,99300.36,77403.9,0,2023-04-29,16.25,56.55
STM00247,2023-07-01,01/07/2023,2023-07-01,Standard,7922.33,6.0,1.75,8,104646.71,94222.22,0,,21.58,74.09
STM00247,2023-08-01,2023-08-01,2023-08-01,Standard,7126.38,4.0,1.67,2,111617.43,128634.99,0,2023-07-06,12.02,86.67
STM00247,2023-09-01,2023-09-01,2023-09-01,Standard,6928.96,17.0,0.61,8,115558.13,127894.16,0,2023-07-19,16.17,55.82
STM00247,2023-10-01,2023-10-01,2023-10-01,Standard,7237.51,19.0,1.3,3,122323.92,92235.88,0,,18.09,86.3
STM00247,2023-11-01,2023-11-01,2023-11-01,Standard,7207.93,24.0,1.22,9,126016.46,64225.0,0,2023-08-11,14.48,56.98
STM00247,2023-12-01,2023-12-01,2023-12-01,Standard,6999.55,,1.71,9,131030.5,70419.3,0,,20.9,59.71
STM00247,2024-01-01,01/01/2024,2024-01-01,Standard,6105.77,5.0,1.71,8,135966.87,117752.28,0,,21.95,69.73
STM00247,2024-02-01,2024-02-01,2024-02-01,Standard,6615.89,4.0,1.21,2,141481.7,65287.93,0,2023-11-23,16.05,70.35
STM00247,2024-03-01,2024-03-01,2024-03-01,Standard,6317.95,,1.6,6,146120.71,69684.91,0,2024-01-25,21.4,72.2
STM00247,2024-04-01,2024-04-01,2024-04-01,Standard,6432.18,14.0,0.77,7,150570.12,119339.8,0,,19.01,55.95
STM00247,2024-05-01,2024-05-01,2024-05-01,Standard,7310.92,2.0,1.02,8,154098.91,60726.59,0,,8.51,64.94
STM00247,2024-06-01,2024-06-01,2024-06-01,Standard,6329.25,25.0,0.61,4,159900.03,71674.38,0,,12.59,69.95
STM00247,2024-07-01,01/07/2024,2024-07-01,Standard,7618.32,23.0,1.06,3,164979.45,114016.52,0,,10.79,60.08
STM00247,2024-08-01,2024-08-01,2024-08-01,Standard,7894.68,20.0,1.53,9,171068.06,101104.26,0,,19.27,75.33
STM00247,2024-09-01,2024-09-01,2024-09-01,Standard,7855.83,3.0,1.58,1,176227.54,123780.57,0,2024-07-06,9.5,75.79
STM00247,2024-10-01,2024-10-01,2024-10-01,Standard,7352.26,18.0,1.68,7,183189.63,149249.45,0,,18.38,55.21
STM00247,2024-11-01,2024-11-01,2024-11-01,Standard,6953.93,7.0,1.44,6,188692.26,68068.3,0,2024-09-15,20.94,76.64
STM00247,2024-12-01,2024-12-01,2024-12-01,Standard,7819.66,5.0,1.26,4,193380.21,125556.86,0,2024-09-03,11.43,74.84
STM00248,2023-01-01,01/01/2023,2023-01-01,Standard,8507.16,27.0,1.42,0,63234.7,116425.43,0,2022-12-30,21.31,72.65
STM00248,2023-02-01,2023-02-01,2023-02-01,Standard,7975.81,16.0,0.52,3,69883.29,135460.29,0,,18.05,73.76
STM00248,2023-03-01,2023-03-01,2023-03-01,Standard,8461.15,6.0,0.94,4,74397.21,61387.15,0,,18.64,58.35
STM00248,2023-04-01,2023-04-01,2023-04-01,Standard,8053.22,25.0,1.15,0,81606.15,57884.37,0,,15.16,56.27
STM00248,2023-05-01,2023-05-01,2023-05-01,Standard,8775.47,9.0,0.45,7,89737.13,70792.42,0,,18.22,77.28
STM00248,2023-06-01,2023-06-01,2023-06-01,Standard,6912.52,25.0,1.33,1,95135.0,90916.34,0,,13.07,74.76
STM00248,2023-07-01,01/07/2023,2023-07-01,Standard,8270.89,27.0,1.3,0,98684.95,132701.58,0,,8.83,80.41
STM00248,2023-08-01,2023-08-01,2023-08-01,Standard,8620.99,,0.75,0,104580.85,127331.43,0,,11.05,60.69
STM00248,2023-09-01,2023-09-01,2023-09-01,Standard,6941.34,1.0,1.04,6,110275.2,60507.99,0,2023-06-25,11.14,77.98
STM00248,2023-10-01,2023-10-01,2023-10-01,Standard,7564.17,8.0,1.47,1,114676.68,62868.26,0,2023-08-20,19.7,65.97
STM00248,2023-11-01,2023-11-01,2023-11-01,Standard,8808.57,26.0,0.82,2,120636.47,97699.11,0,,9.23,71.8
STM00248,2023-12-01,2023-12-01,2023-12-01,Standard,7635.4,10.0,0.79,1,126220.45,83189.2,0,,20.88,60.34
STM00248,2024-01-01,01/01/2024,2024-01-01,Standard,8550.73,3.0,1.42,2,130513.92,130625.99,0,2023-11-10,13.94,70.2
STM00248,2024-02-01,2024-02-01,2024-02-01,Standard,8906.31,14.0,1.49,7,134672.27,47566.81,0,,20.19,60.04
STM00248,2024-03-01,2024-03-01,2024-03-01,Standard,8284.13,6.0,0.5,4,139314.85,110124.88,0,2023-12-14,19.67,78.94
STM00248,2024-04-01,2024-04-01,2024-04-01,Standard,8765.57,2.0,0.5,7,144793.06,45963.19,0,,17.43,63.8
STM00248,2024-05-01,2024-05-01,2024-05-01,Standard,8553.99,,0.74,8,148324.63,133497.15,0,,19.93,59.65
STM00248,2024-06-01,2024-06-01,2024-06-01,Standard,9099.1,2.0,1.36,3,155879.65,47331.08,0,,18.45,59.17
STM00248,2024-07-01,01/07/2024,2024-07-01,Standard,7772.52,17.0,1.15,8,160521.98,74782.18,0,,14.2,77.12
STM00248,2024-08-01,2024-08-01,2024-08-01,Standard,6938.54,16.0,0.74,9,164445.1,132014.92,0,2024-05-30,19.79,79.35
STM00248,2024-09-01,2024-09-01,2024-09-01,Standard,6977.17,10.0,1.76,5,168673.19,111766.48,0,,18.02,62.65
STM00248,2024-10-01,2024-10-01,2024-10-01,Standard,8592.95,22.0,1.79,7,176377.15,79937.14,0,,12.8,84.44
STM00248,2024-11-01,2024-11-01,2024-11-01,Standard,7319.85,8.0,1.53,2,183350.83,87796.28,0,,11.27,69.93
STM00248,2024-12-01,2024-12-01,2024-12-01,Standard,6913.45,15.0,1.11,0,188833.41,109664.82,0,2024-11-27,20.41,78.12
STM00249,2023-01-01,01/01/2023,2023-01-01,Standard,8562.33,21.0,1.25,4,120390.69,235278.27,0,,20.46,74.86
STM00249,2023-02-01,2023-02-01,2023-02-01,Standard,8840.33,17.0,1.45,2,124031.21,248627.91,0,,10.31,66.38
STM00249,2023-03-01,2023-03-01,2023-03-01,Standard,8889.94,15.0,1.72,1,130439.25,214342.49,0,,20.7,73.15
STM00249,2023-04-01,2023-04-01,2023-04-01,Standard,7368.25,24.0,0.45,8,136359.08,272793.9,0,,12.36,84.68
STM00249,2023-05-01,2023-05-01,2023-05-01,Standard,7860.26,6.0,0.8,0,140610.96,199249.37,0,2023-02-06,18.06,58.57
STM00249,2023-06-01,2023-06-01,2023-06-01,Standard,8025.5,7.0,1.12,3,145982.28,244004.24,0,,12.91,72.73
STM00249,2023-07-01,01/07/2023,2023-07-01,Standard,7064.56,12.0,1.39,1,151508.39,232894.54,0,,11.49,57.79
STM00249,2023-08-01,2023-08-01,2023-08-01,Standard,7835.55,16.0,1.48,8,157021.29,257041.61,0,,20.41,67.06
STM00249,2023-09-01,2023-09-01,2023-09-01,Standard,7981.53,26.0,1.1,0,161587.95,114850.94,0,,10.41,64.25
STM00249,2023-10-01,2023-10-01,2023-10-01,Standard,6828.76,5.0,1.8,3,164779.71,223524.51,0,2023-07-23,18.2,75.8
STM00249,2023-11-01,2023-11-01,2023-11-01,Standard,7524.73,,0.76,1,171512.95,216600.05,0,,21.2,57.81
STM00249,2023-12-01,2023-12-01,2023-12-01,Standard,8341.08,25.0,0.52,6,177804.92,214028.39,0,2023-11-10,14.66,73.64
STM00249,2024-01-01,01/01/2024,2024-01-01,Standard,8232.07,15.0,0.84,5,181212.16,89983.73,0,,9.57,56.24
STM00249,2024-02-01,2024-02-01,2024-02-01,Standard,8976.45,2.0,0.66,4,188458.12,147065.25,0,2024-01-21,21.99,76.91
STM00249,2024-03-01,2024-03-01,2024-03-01,Standard,8220.84,27.0,0.6,8,193606.94,158112.89,0,,21.59,59.24
STM00249,2024-04-01,2024-04-01,2024-04-01,Standard,8180.4,23.0,0.94,1,200113.01,238899.4,0,2024-02-14,20.72,69.11
STM00249,2024-05-01,2024-05-01,2024-05-01,Standard,8967.88,19.0,0.66,0,203811.33,158936.09,0,2024-02-10,12.91,62.14
STM00249,2024-06-01,2024-06-01,2024-06-01,Standard,9075.26,8.0,1.75,6,207967.08,203670.16,0,,19.33,87.8
STM00249,2024-07-01,01/07/2024,2024-07-01,Standard,7684.65,6.0,1.25,7,213419.07,91433.62,0,,10.79,75.43
STM00249,2024-08-01,2024-08-01,2024-08-01,Standard,8123.31,,0.53,3,220113.13,101684.32,0,,18.28,55.35
STM00249,2024-09-01,2024-09-01,2024-09-01,Standard,8067.39,7.0,0.79,8,224000.0,203419.63,0,2024-06-27,15.33,65.4
STM00249,2024-10-01,2024-10-01,2024-10-01,Standard,8943.79,22.0,1.19,2,231635.81,213284.31,0,,21.38,55.3
STM00249,2024-11-01,2024-11-01,2024-11-01,Standard,7082.32,8.0,0.88,3,235465.44,242884.11,0,,8.68,83.23
STM00249,2024-12-01,2024-12-01,2024-12-01,Standard,6922.2,12.0,1.62,3,242101.71,245481.86,0,2024-11-07,11.98,75.97
STM00250,2023-01-01,01/01/2023,2023-01-01,Standard,7597.94,,1.52,5,156381.88,209171.08,0,2022-11-01,15.72,61.31
STM00250,2023-02-01,2023-02-01,2023-02-01,Standard,7201.27,20.0,0.64,5,160435.27,183075.0,0,,14.12,59.84
STM00250,2023-03-01,2023-03-01,2023-03-01,Standard,8403.47,24.0,1.05,5,167015.06,123194.52,0,,16.76,58.79
STM00250,2023-04-01,2023-04-01,2023-04-01,Standard,7027.48,10.0,1.27,6,172689.84,282055.83,0,2023-02-27,18.51,65.89
STM00250,2023-05-01,2023-05-01,2023-05-01,Standard,8531.34,,0.94,8,181020.82,234152.65,0,,17.15,81.01
STM00250,2023-06-01,2023-06-01,2023-06-01,Standard,8216.61,5.0,1.74,2,187828.27,177999.63,0,2023-04-02,11.65,73.72
STM00250,2023-07-01,01/07/2023,2023-07-01,Standard,6975.71,12.0,1.16,7,193689.79,178733.04,0,2023-04-21,19.87,64.82
STM00250,2023-08-01,2023-08-01,2023-08-01,Standard,7809.13,23.0,1.57,2,198680.29,148601.88,0,,19.47,74.41
STM00250,2023-09-01,2023-09-01,2023-09-01,Standard,6980.69,20.0,0.83,3,201534.62,238383.69,0,,15.94,60.14
STM00250,2023-10-01,2023-10-01,2023-10-01,Standard,7913.04,21.0,0.89,9,209197.39,289486.99,0,,13.6,61.75
STM00250,2023-11-01,2023-11-01,2023-11-01,Standard,6753.81,23.0,1.36,7,213168.67,259278.73,0,,11.5,61.74
STM00250,2023-12-01,2023-12-01,2023-12-01,Standard,6612.3,25.0,1.77,5,217981.03,142252.16,0,2023-10-24,11.1,84.72
STM00250,2024-01-01,01/01/2024,2024-01-01,Standard,7296.72,11.0,0.58,4,224273.0,311399.45,0,,12.85,67.57
STM00250,2024-02-01,2024-02-01,2024-02-01,Standard,7306.77,14.0,1.44,6,229927.98,141902.95,0,,9.44,70.68
STM00250,2024-03-01,2024-03-01,2024-03-01,Standard,7960.56,12.0,0.91,7,235338.15,301787.31,0,,14.2,62.53
STM00250,2024-04-01,2024-04-01,2024-04-01,Standard,7575.29,,0.95,1,241281.36,140122.28,0,2024-01-20,10.53,56.71
STM00250,2024-05-01,2024-05-01,2024-05-01,Standard,8095.15,27.0,1.74,1,247647.31,351064.45,0,,16.99,60.76
STM00250,2024-06-01,2024-06-01,2024-06-01,Standard,6601.72,18.0,1.45,3,250470.46,347017.45,0,2024-04-17,16.63,84.66
STM00250,2024-07-01,01/07/2024,2024-07-01,Standard,7118.89,19.0,0.87,4,256846.79,126736.24,0,,12.83,66.88
STM00250,2024-08-01,2024-08-01,2024-08-01,Standard,8524.44,8.0,1.06,0,263209.04,308413.05,0,,18.74,66.41
STM00250,2024-09-01,2024-09-01,2024-09-01,Standard,7154.64,23.0,1.72,2,267026.05,215503.74,0,,14.99,86.03
STM00250,2024-10-01,2024-10-01,2024-10-01,Standard,7619.35,14.0,1.6,8,,239728.17,0,,17.73,69.92
STM00250,2024-11-01,2024-11-01,2024-11-01,Standard,8223.13,2.0,1.25,2,275753.32,214714.38,0,2024-09-20,17.58,83.52
STM00250,2024-12-01,2024-12-01,2024-12-01,Standard,7717.96,11.0,0.71,1,280867.82,262198.87,0,2024-10-22,16.51,87.42
STM00251,2023-01-01,01/01/2023,2023-01-01,Standard,6037.87,22.0,0.92,2,140090.33,104896.31,0,,17.7,56.9
STM00251,2023-02-01,2023-02-01,2023-02-01,Standard,6305.56,15.0,0.76,2,144487.43,171691.34,0,,12.04,72.65
STM00251,2023-03-01,2023-03-01,2023-03-01,Standard,6241.79,21.0,1.71,1,150139.48,247435.85,0,,20.1,57.26
STM00251,2023-04-01,2023-04-01,2023-04-01,Standard,5724.29,23.0,0.79,4,154760.76,249061.66,0,2023-03-20,17.98,80.35
STM00251,2023-05-01,2023-05-01,2023-05-01,Standard,5648.52,3.0,1.43,9,,305778.52,0,2023-03-31,12.74,70.58
STM00251,2023-06-01,2023-06-01,2023-06-01,Standard,5332.02,15.0,1.19,3,161751.21,196752.54,0,,21.65,85.12
STM00251,2023-07-01,01/07/2023,2023-07-01,Standard,6313.58,4.0,0.43,4,167762.46,136726.86,0,2023-05-10,20.11,79.29
STM00251,2023-08-01,2023-08-01,2023-08-01,Standard,6449.81,20.0,1.3,3,172273.72,288871.81,0,,10.28,77.57
STM00251,2023-09-01,2023-09-01,2023-09-01,Standard,6727.58,3.0,0.66,7,175065.41,167643.72,0,2023-08-29,14.63,56.95
STM00251,2023-10-01,2023-10-01,2023-10-01,Standard,5980.77,3.0,0.73,6,177926.59,285564.03,0,,15.98,56.34
STM00251,2023-11-01,2023-11-01,2023-11-01,Standard,5276.29,20.0,1.54,7,181736.22,224763.28,0,2023-09-22,11.98,61.79
STM00251,2023-12-01,2023-12-01,2023-12-01,Standard,6427.3,8.0,0.49,6,185435.96,316981.43,0,,10.99,76.11
STM00251,2024-01-01,01/01/2024,2024-01-01,Standard,5198.19,19.0,0.55,7,189039.04,201457.65,0,,20.79,85.87
STM00251,2024-02-01,2024-02-01,2024-02-01,Standard,6163.18,3.0,1.76,8,191663.71,122514.67,0,,10.4,61.23
STM00251,2024-03-01,2024-03-01,2024-03-01,Standard,6367.07,17.0,0.98,1,194699.81,275243.27,0,,21.21,60.51
STM00251,2024-04-01,2024-04-01,2024-04-01,Standard,6371.04,23.0,0.62,0,199790.35,225228.5,0,,19.85,63.9
STM00251,2024-05-01,2024-05-01,2024-05-01,Standard,5869.46,,1.76,6,202919.25,226079.2,0,2024-03-04,18.6,80.0
STM00251,2024-06-01,2024-06-01,2024-06-01,Standard,6484.27,11.0,1.53,8,206800.73,111695.9,0,2024-03-10,21.44,60.66
STM00251,2024-07-01,01/07/2024,2024-07-01,Standard,5833.95,23.0,1.69,2,212615.4,239677.1,0,,9.01,83.06
STM00251,2024-08-01,2024-08-01,2024-08-01,Standard,6853.81,25.0,1.54,8,216460.6,160682.02,0,2024-07-31,16.7,82.76
STM00251,2024-09-01,2024-09-01,2024-09-01,Standard,6773.13,10.0,0.81,4,222315.19,167342.23,0,,12.07,79.1
STM00251,2024-10-01,2024-10-01,2024-10-01,Standard,5692.97,5.0,0.59,8,226059.81,231490.06,0,2024-07-03,10.86,78.72
STM00251,2024-11-01,2024-11-01,2024-11-01,Standard,6301.41,27.0,1.18,2,231847.51,266259.63,0,,10.68,70.51
STM00251,2024-12-01,2024-12-01,2024-12-01,Standard,5140.24,23.0,0.53,3,235588.35,287978.0,0,2024-10-31,13.34,71.19
STM00252,2023-01-01,01/01/2023,2023-01-01,Standard,3530.94,27.0,1.73,6,184226.1,250290.37,0,,15.0,61.99
STM00252,2023-02-01,2023-02-01,2023-02-01,Standard,3265.57,22.0,0.44,3,186076.1,338743.12,0,2022-12-07,13.04,61.04
STM00252,2023-03-01,2023-03-01,2023-03-01,Standard,3491.99,12.0,1.24,7,187801.19,261281.84,0,,12.38,58.39
STM00252,2023-04-01,2023-04-01,2023-04-01,Standard,3221.45,26.0,1.6,5,190280.79,141361.0,0,,13.79,85.02
STM00252,2023-05-01,2023-05-01,2023-05-01,Standard,3425.57,22.0,1.26,3,193314.19,342440.38,0,,11.36,86.22
STM00252,2023-06-01,2023-06-01,2023-06-01,Standard,3898.97,1.0,1.17,1,196076.06,349698.38,0,,9.39,56.26
STM00252,2023-07-01,01/07/2023,2023-07-01,Standard,3989.22,16.0,1.09,1,198733.15,191943.78,0,,17.87,60.64
STM00252,2023-08-01,2023-08-01,2023-08-01,Standard,3856.88,23.0,1.22,8,200397.95,179823.98,0,2023-06-10,16.69,83.89
